review_score,review_answer_timestamp,review_comment_title,review_comment_message
5,"2017-03-09 11:00:37",NULL,NULL
5,"2017-10-09 22:44:01",NULL,NULL
5,"2018-05-20 18:12:30",NULL,NULL
5,"2018-02-12 14:05:05",NULL,"Evitem mandar coisas pelos Correios. Tem muitas transportadoras por aí que oferecem o mesmo serviço. Os Correios é a pior instituição de transportes de encomendas do Brasil. Não encontram casa alguma"
5,"2017-06-23 02:49:50",NULL,NULL
5,"2017-12-23 19:46:59",NULL,"Bom produtos entrega rapida"
5,"2017-03-20 01:39:40",NULL,Gostei
5,"2018-03-05 12:56:52",NULL,NULL
5,"2018-05-20 18:15:11",NULL,NULL
5,"2018-05-07 17:00:11",NULL,"O produto foi entregue até antes da data prevista. Fiquei satisfeita com a compra."
5,"2018-05-31 00:10:23",NULL,NULL
5,"2018-04-07 17:57:53",NULL,"Como da imagem, entrega super rápido, bem mais bonito do que imaginei, custo benefício ótimo."
5,"2018-08-11 20:03:41",NULL,NULL
5,"2018-07-14 14:34:42",NULL,NULL
5,"2018-08-29 21:11:50",NULL,NULL
5,"2017-11-16 14:25:12",NULL,"Tenho a loja baratheon como a minha preferencia e recomendo."
5,"2017-12-10 20:07:17",NULL,NULL
5,"2018-06-25 14:01:42",NULL,NULL
5,"2018-02-19 05:19:36",NULL,NULL
5,"2018-05-10 15:12:05",NULL,NULL
5,"2017-10-25 19:21:31",NULL,"muito bom, recebi antes do prazo previsto"
5,"2017-06-06 23:51:04",NULL,NULL
5,"2018-07-25 02:25:08",NULL,NULL
5,"2017-10-11 00:47:37",NULL,NULL
5,"2018-06-24 01:02:58","Jogo de palavras cruzadas","O produto chegou em bom estado. Estou satisfeita. "
5,"2018-04-20 19:23:06",NULL,"A entrega ocorreu dentro do prazo esperado, dentro da qualidade pretendida. Tudo Ok!."
5,"2017-11-09 15:19:38",NULL,NULL
5,"2018-07-01 17:09:40",NULL,NULL
5,"2018-09-06 14:00:52",NULL,NULL
5,"2017-09-22 07:07:24",NULL,"Estou gostando do produto. Gostaria de comprar outros produtos, tipo 2 ou 3 produtos, e pagar apenas um frete. Não seria justo? Fica a dica!"
5,"2017-02-27 14:55:16",NULL,"Recebido dentro do prazo e em perfeito estado."
5,"2017-08-17 13:24:39",NULL,"Recomendo entregaram bem antes do prazo."
5,"2017-08-24 14:36:19",NULL,"excelente foi"
5,"2017-12-15 02:33:38",NULL,NULL
5,"2017-08-16 15:57:45",NULL,NULL
5,"2018-07-15 22:58:52","muito bom , dez .","muito rapido ,dentro do esperado ."
5,"2017-12-16 09:09:37",NULL,NULL
5,"2017-11-30 17:09:37",NULL,"super recomendo muito bom"
5,"2018-05-20 20:28:36",NULL,NULL
5,"2018-05-05 04:30:06",NULL,NULL
5,"2018-08-08 11:20:55",NULL,"Muito bom e segurobo produto"
5,"2018-04-25 15:16:24",NULL,NULL
5,"2018-05-23 16:49:46",NULL,NULL
5,"2018-05-02 18:36:39",NULL,NULL
5,"2018-03-31 22:59:36",NULL,NULL
5,"2017-10-03 23:52:10",NULL,"Meu filho adorou, é exatamente como anunciado."
5,"2018-03-02 23:39:57",NULL,NULL
5,"2018-06-10 04:36:39",NULL,NULL
5,"2018-06-22 12:54:27",*****,NULL
5,"2018-05-22 15:20:02",prazo,"Chegou antes do prazo previsto e em perfeito estado"
5,"2017-02-06 20:26:18",NULL,NULL
5,"2017-10-14 06:46:00",NULL,"Além de linda chegou com uma semana, bem antes do prazo estipulado para entrega. "
5,"2017-11-07 15:51:47",NULL,NULL
5,"2018-03-24 19:12:43",NULL,NULL
5,"2017-10-18 11:04:37",NULL,NULL
5,"2018-08-17 14:09:19",Recomendo,"Entrega antes do prazo e produto conforme o anúncio. Recomendo."
5,"2018-03-14 18:45:50",NULL,NULL
5,"2018-01-07 03:11:51",NULL,NULL
5,"2018-05-21 16:36:26",NULL,NULL
5,"2018-07-02 13:10:13",NULL,NULL
5,"2017-09-28 01:41:04",NULL,"o produto é otimo, super resistente e muito mais higienica que as outras..recomendo."
5,"2017-12-01 20:29:15",NULL,NULL
5,"2018-02-05 14:06:27",NULL,NULL
5,"2018-03-22 18:08:28",NULL,"Veio tudo certinho!!!"
5,"2017-12-15 00:05:58",NULL,"Gostei doproduto comprado obrigado."
5,"2017-11-19 04:56:17",NULL,"









"
5,"2017-04-14 05:24:51",NULL,NULL
5,"2017-04-20 23:14:49",NULL,"muito bom o produto, chegou rápido loja competente."
5,"2017-04-04 14:51:29",NULL,"Nossa, excelente!!! Superaram minhas expectativas, vou fazer novas compras fim do mes!!!
Nota 10"
5,"2017-08-10 01:32:25",NULL,NULL
5,"2017-11-25 01:56:45",NULL,NULL
5,"2017-10-08 21:43:23",NULL,NULL
5,"2018-03-12 18:23:47",NULL,NULL
5,"2017-11-14 21:29:28",NULL,"Adorei minha cortina, um material bem bom, veio em perfeito estado. Cor e modelo corretíssimo.Recomendo."
5,"2017-12-30 21:13:06",NULL,"Simplesmente adorei!!! Lindo exatamente como mostra a imagem."
5,"2017-06-22 14:59:40",NULL,NULL
5,"2018-05-21 14:44:51",NULL,NULL
5,"2018-07-27 02:53:34",NULL,NULL
5,"2017-09-04 18:40:54",NULL,NULL
5,"2017-12-13 22:38:09",NULL,otima
5,"2018-08-08 02:13:45",NULL,"Produto com excelente qualidade e acabamento. Super recomendável."
5,"2018-04-20 18:21:52",NULL,"Produto chegou uns 15 dias antes do prazo. (O que é ótimo) Entrega rápida. Super bem embalado. "
5,"2018-05-22 23:02:19",NULL,NULL
5,"2018-08-26 00:40:44",Ótimo,"Gastei muito

"
5,"2017-10-30 19:37:31",NULL,"O produto chegou antes do prazo e em perfeitas condições. "
5,"2017-09-24 03:45:52",NULL,NULL
5,"2017-10-25 20:24:44",NULL,"gostei muito chegou antes do prazo estabelecido"
5,"2018-08-13 20:50:16",NULL,NULL
5,"2018-08-10 14:15:49","Recomendo. ","O produto é muito bom"
5,"2017-09-04 13:10:58",NULL,NULL
5,"2018-05-20 13:26:38",NULL,NULL
5,"2017-10-04 01:10:14",NULL,"Recebi só o kit ficou faltando um molinete de 3 rolamento que comprei juntos no mesmo dia por favor me manda resposta quando o outro chega"
5,"2018-03-15 19:11:46",NULL,NULL
5,"2018-01-14 21:25:04",NULL,NULL
5,"2018-06-27 03:48:38",NULL,NULL
5,"2018-01-27 16:49:33",NULL,NULL
5,"2017-04-12 03:07:15",NULL,"Gostei muito eu recomendo o produto"
5,"2018-07-31 18:41:19",NULL,NULL
5,"2018-02-18 03:11:20",NULL,NULL
5,"2018-08-02 00:40:27",NULL,NULL
5,"2017-10-22 14:31:28",NULL,NULL
5,"2017-09-05 22:25:47",NULL,NULL
5,"2017-04-04 02:34:45",NULL,"ainda não abri minha loja e não testei o produto.
"
5,"2017-10-25 12:36:25",NULL,NULL
5,"2017-08-21 13:11:07",NULL,NULL
5,"2017-04-03 15:52:24",NULL,NULL
5,"2018-02-03 22:43:33",NULL,NULL
5,"2018-08-19 02:09:03",NULL,NULL
5,"2018-01-28 02:13:41",NULL,"Chegou no tempo certo"
5,"2018-04-02 12:40:38",NULL,"Comprei achando que seria um material simples, mas é bem melhor do que esperava, vale a pena."
5,"2018-01-21 02:07:54",NULL,"Muito bom!"
5,"2017-05-24 19:26:47",NULL,NULL
5,"2017-11-08 12:41:30",NULL,NULL
5,"2018-05-20 13:32:02","Muito satisfeita!","Excelente a chave! Recomendo! "
5,"2018-02-04 23:02:19",NULL,NULL
5,"2018-04-26 23:53:10",NULL,NULL
5,"2018-08-22 02:39:00",NULL,"Ótimo equipamento!"
5,"2018-03-28 22:44:24",NULL,NULL
5,"2018-01-14 19:15:08",NULL,Boa
5,"2018-01-28 12:56:15",NULL,NULL
5,"2018-07-06 08:14:32",Otimo,"

"
5,"2018-07-02 07:05:11",NULL,NULL
5,"2017-10-08 07:47:33",NULL,"Produto de qualidade,entregue antes do prazo "
5,"2018-05-05 00:03:22",NULL,NULL
5,"2018-08-26 03:56:50",NULL,"Amei o produto. Super recomendo. Manual de instruções muito facil de entender."
5,"2017-12-18 05:50:10",NULL,NULL
5,"2017-07-31 18:57:48",NULL,NULL
5,"2018-06-13 23:52:58",NULL,NULL
5,"2018-08-09 20:38:56",NULL,NULL
5,"2018-05-02 17:34:11",NULL,NULL
5,"2018-05-29 05:24:07",Excelente,"Entrega rápida.
"
5,"2018-06-03 01:49:34",NULL,NULL
5,"2017-11-21 17:24:34",NULL,"recebi os 2 produtos sim recomendo a todos voces esta de parabeis nota 10
obrigado"
5,"2018-02-18 09:04:59",NULL,NULL
5,"2018-07-18 21:17:32",NULL,NULL
5,"2017-06-16 21:38:14",NULL,NULL
5,"2018-03-29 22:35:07",NULL,"Cumpriu e respeitou o consumidor."
5,"2017-11-05 01:37:02",NULL,"Recebi o produto antes do informado. Perfeito. Agora so falta receber o outro produto pois a compra foi dividida em 2 entregas"
5,"2017-03-23 02:23:01",NULL,NULL
5,"2018-05-06 01:40:33",Otimo!,"Loja muito boa! Parabens!"
5,"2017-12-20 23:59:23",NULL,NULL
5,"2017-09-29 18:39:13",NULL,NULL
5,"2017-11-13 09:47:09",NULL,NULL
5,"2017-09-05 02:23:49",NULL,"Bom trabalho"
5,"2018-08-02 04:55:44","Recomendo ",NULL
5,"2017-04-04 01:13:23",NULL,NULL
5,"2018-02-16 18:36:18",NULL,NULL
5,"2018-08-08 14:13:16",10,"Já conhecia o produto"
5,"2018-05-22 21:32:48",NULL,NULL
5,"2018-04-19 13:14:25",NULL,NULL
5,"2017-05-11 13:07:06",NULL,"Produto excelente qualidade. Compra chegou na data prevista."
5,"2018-05-13 01:48:26",NULL,NULL
5,"2018-04-04 12:55:39",NULL,NULL
5,"2017-05-29 13:46:34",NULL,"Adorei o produto"
5,"2017-06-05 02:35:19",NULL,NULL
5,"2017-08-24 13:32:50",NULL,NULL
5,"2018-01-27 09:46:45",NULL,NULL
5,"2018-03-10 01:43:11",NULL,"O produto é de qualidade e de custo benefício
"
5,"2017-12-08 13:38:55",NULL,NULL
5,"2018-04-18 22:24:57",NULL,"Bem confortável, meu filho amou."
5,"2018-08-26 01:09:09",NULL,NULL
5,"2018-08-17 16:32:10",NULL,NULL
5,"2017-09-29 15:21:23",NULL,NULL
5,"2017-06-15 04:57:27",NULL,"Ótimo, não tive problema s com a compra, o stark sempre me informando a situação do produto por emails, dentro do prazo."
5,"2018-09-03 17:20:21","Tudo perfeito","Chegou antes do prazo. Obrigado."
5,"2018-04-14 01:56:59",NULL,"O perfume é bom, tem uma fixação boa, mas não há uma grande expansão do cheiro!"
5,"2018-05-13 03:43:11",NULL,NULL
5,"2018-08-04 04:45:24","Eu recomendo ",NULL
5,"2018-08-06 15:42:44",NULL,NULL
5,"2018-08-06 15:31:21",NULL,NULL
5,"2018-08-14 19:07:46",NULL,NULL
5,"2017-08-19 02:02:40",NULL,NULL
5,"2017-03-27 13:32:53",NULL,"muito bom vendedor entrega o esperado e antes do prazo. recomendo"
5,"2018-01-24 10:46:05",NULL,"Muito pratico"
5,"2018-02-07 03:22:29",NULL,"Chegou em bom estado, encaixou muito bem no celular, capinha muito bonita e fina, recomendo!!!"
5,"2017-09-10 00:44:37",NULL,NULL
5,"2018-08-16 02:01:58",Excelente!!,"Produto chegou antes do prazo e era exatamente o que eu estava procurando"
5,"2017-12-22 04:17:42",NULL,"Produto entregue dentro do prazo estabelecido e de ótima qualidade cumprindo os requisitos especificados no anúncio."
5,"2017-12-26 12:55:42",NULL,NULL
5,"2018-08-08 19:31:13",NULL,NULL
5,"2018-02-02 12:23:59",NULL,NULL
5,"2017-09-19 17:57:29",NULL,NULL
5,"2018-08-03 08:48:19",NULL,NULL
5,"2017-12-03 13:23:49",NULL,"O produto de excelente qualidade, o único problema que não consegui relatar no site um probleminha que foi uma trava que veio faltando, a trava "C" que é do encosto, gostaria que me enviassem."
5,"2018-05-14 21:25:50",NULL,NULL
5,"2017-12-03 01:52:23",NULL,NULL
5,"2018-07-02 18:44:11",ótima,"recomendo sempre"
5,"2018-04-13 23:44:25",NULL,NULL
5,"2018-05-05 17:43:46",Recomendo,"Recomendo o produto, entrega no prazo. Sem problemas com instalação do driver."
5,"2017-12-16 00:44:53",NULL,NULL
5,"2017-07-12 05:01:14",NULL,NULL
5,"2018-03-25 23:47:06",NULL,NULL
5,"2018-02-01 15:36:11",NULL,NULL
5,"2018-03-22 14:09:05",NULL,NULL
5,"2017-05-23 16:15:11",NULL,NULL
5,"2017-11-23 11:09:04",NULL,NULL
5,"2018-08-29 19:07:55",NULL,NULL
5,"2018-08-11 01:36:34","super recomendo","Produto excelente e otimo atendimento!! Muito grata!!!!"
5,"2017-08-05 01:29:51",NULL,"Foi bom recebe no praco certo"
5,"2018-03-18 19:36:24",NULL,NULL
5,"2017-12-27 21:44:56",NULL,NULL
5,"2018-01-06 21:09:00",NULL,NULL
5,"2017-07-28 12:59:24",NULL,NULL
5,"2018-02-07 20:47:26",NULL,NULL
5,"2018-05-17 14:00:57",NULL,"Gostei do relógio muito lindo mesmo! amo essa marca..."
5,"2018-02-08 11:13:47",NULL,NULL
5,"2018-06-07 02:18:53",NULL,NULL
5,"2018-01-11 21:23:12",NULL,NULL
5,"2017-03-23 17:38:22",NULL,NULL
5,"2017-05-22 11:06:43",NULL,NULL
5,"2018-03-22 02:04:09",NULL,NULL
5,"2017-09-18 20:15:02",NULL,"Recebido, tudo certinho!"
5,"2018-01-10 00:56:11",NULL,NULL
5,"2018-04-04 02:55:16",NULL,NULL
5,"2018-05-04 05:46:59",NULL,NULL
5,"2017-11-17 04:58:31",NULL,"Produto veio perfeito e antes do prazo de entrega."
5,"2018-03-10 03:28:28",NULL,NULL
5,"2017-12-21 06:22:49",NULL,NULL
5,"2017-05-21 23:01:45",NULL,"o produto recebir com defeito a cortina desfiada e aoutra erada"
5,"2017-12-12 18:58:18",NULL,NULL
5,"2018-03-18 12:13:34",NULL,"Produto excelente. Empresa rápida e o produto chegou antes do prazo. Parabéns"
5,"2018-02-24 13:58:07",NULL,NULL
5,"2018-06-08 22:18:21",NULL,NULL
5,"2018-08-04 15:03:49",Ótimo,"Produto chegou em perfeito Estado. Bem embalado e protegido. "
5,"2018-04-12 17:32:35",NULL,NULL
5,"2018-02-03 02:34:54",NULL,"Ótimo produto e excelente produto."
5,"2017-12-04 08:16:21",NULL,NULL
5,"2018-08-24 21:44:45",NULL,NULL
5,"2018-03-26 22:35:51",NULL,"Gostei Recebi o produto no prazo certo."
5,"2018-05-21 23:50:29","LINDO GORRO","AMEI O GORRO, É LINDO E COM ÓTIMO PREÇO. RECOMENDO SEM DÚVIDA!"
5,"2018-01-10 11:44:41",NULL,NULL
5,"2017-09-05 20:54:43",NULL,NULL
5,"2017-04-22 01:07:57",NULL,"Pontualidade e ótimos produtos."
5,"2018-03-15 21:18:25",NULL,NULL
5,"2018-05-22 02:02:36",NULL,NULL
5,"2018-08-27 13:09:47",NULL,"Produto de alta qualidade, recomendo. Entregue super rapida!"
5,"2017-07-08 17:47:30",NULL,"gira facilmente! "
5,"2017-12-15 01:30:37",NULL,"Excelente loja, super confiável , entrega no prazo, preço bom, satisfação garantida."
5,"2017-07-17 12:23:36",NULL,NULL
5,"2018-07-26 13:41:37","super recomendado",excelente
5,"2018-05-30 21:30:21",NULL,NULL
5,"2017-03-17 16:21:44",NULL,NULL
5,"2017-09-15 22:12:51",NULL,NULL
5,"2018-01-31 17:23:45",NULL,NULL
5,"2018-08-29 11:48:14",NULL,"Entregue antes do prazo"
5,"2018-08-28 02:23:23","Ótimo ","Gostei muito, ótima qualidade. "
5,"2018-08-14 12:56:12",NULL,NULL
5,"2017-12-22 02:40:53",NULL,"Tirando a entrega o produto é ótimo..."
5,"2018-08-25 22:43:27",Bom,Bom
5,"2017-11-27 01:59:59",NULL,NULL
5,"2018-06-04 18:47:32","Muito bom","Entregaram antes do prazo, o produto veio bem embalado e era conforme a descrição do site. 
Muito bonito e funciona bem. "
5,"2017-12-04 20:03:46",NULL,NULL
5,"2018-03-19 12:12:56",NULL,NULL
5,"2017-08-30 22:29:49",NULL,"Amei o produto !"
5,"2018-01-13 20:55:44",NULL,NULL
5,"2017-11-29 14:39:00",NULL,"Muito bem embalados"
5,"2017-12-21 11:57:44",NULL,NULL
5,"2018-05-12 04:57:05",NULL,NULL
5,"2017-08-30 15:08:07",NULL,"Ótimo produto, bons preços e entrega rápida. "
5,"2017-03-11 01:58:57",NULL,........................
5,"2018-03-25 06:11:41",NULL,NULL
5,"2018-04-10 23:48:50",NULL,"Produto de boa qualidade, loja cumpriu o prazo.. recomendo "
5,"2018-05-31 17:03:08",10,"Primeira vez que compro e gostei entregaram até antes da data muito bom "
5,"2018-06-06 00:16:50",NULL,NULL
5,"2017-12-06 12:43:43",NULL,NULL
5,"2017-09-06 04:10:23",NULL,NULL
5,"2018-02-22 00:43:39",NULL,NULL
5,"2018-08-06 17:26:42",NULL,NULL
5,"2017-06-23 14:26:51",NULL,NULL
5,"2017-12-08 22:40:32",NULL,NULL
5,"2017-08-04 14:27:11",NULL,NULL
5,"2018-08-15 23:32:09",NULL,NULL
5,"2018-07-03 11:36:18",NULL,NULL
5,"2017-12-22 00:14:12",NULL,NULL
5,"2018-05-14 06:30:46","Ótimo ","Ótimo produto vale cada centavo "
5,"2018-03-16 01:32:45",NULL,NULL
5,"2017-12-09 03:11:09",NULL,"Ainda não o instalei, mais parece ser um ótimo produto, recomendo!"
5,"2017-06-11 01:28:47",NULL,NULL
5,"2018-05-03 01:52:06",Excelente...,"Se pré compro são muitos sério no que fazem..."
5,"2017-12-05 18:51:50",NULL,"Recebi antes do prazo e o produto veio conforme esperado "
5,"2018-07-01 00:52:28",NULL,NULL
5,"2017-09-06 02:59:23",NULL,NULL
5,"2018-02-16 01:37:48",NULL,NULL
5,"2017-05-19 13:32:12",NULL,NULL
5,"2017-09-07 16:50:34",NULL,NULL
5,"2018-08-24 00:19:30",Ótimo,"Entrega super rápida, antes mesmo do prazo. Muito bom."
5,"2018-01-01 20:08:25",NULL,"lannister + a empresa partner bateram o recorde
com relaçao ao prazo de entrega.
Foram extremamente eficientes e rapidos......me 
surpreendeu !!!!"
5,"2018-02-19 14:32:50",NULL,NULL
5,"2018-04-17 12:47:41",NULL,"Muito satisfeito!!!
Entrega super rápido, excelente atendimento.
Empresa comprometida com à satisfação do seu cliente!"
5,"2018-02-15 17:40:23",NULL,"Muito bom"
5,"2017-12-05 09:43:58",NULL,NULL
5,"2018-08-29 17:52:40",Ótimo!,"Conforme chegou conforme anunciado, recomendo a loja.."
5,"2017-12-15 21:16:56",NULL,NULL
5,"2017-10-14 18:12:12",NULL,NULL
5,"2017-10-10 17:32:14",NULL,NULL
5,"2018-08-27 00:08:46",NULL,NULL
5,"2018-08-10 19:14:02",NULL,NULL
5,"2018-08-16 04:59:08",NULL,NULL
5,"2018-03-02 10:11:05",NULL,NULL
5,"2017-02-10 15:06:32",NULL,NULL
5,"2017-12-06 03:47:29",NULL,NULL
5,"2017-08-06 02:05:30",NULL,"Recebi o produto bem antes da data prevista
Adorei essa compra."
5,"2017-08-10 22:09:39",NULL,NULL
5,"2018-07-06 01:06:25",NULL,ok
5,"2017-03-24 00:52:37",NULL,"Muito satisfeita pelas compras realizadas , no prazo e tudo de primeira qualidade.
PARABÉNS!"
5,"2017-10-20 18:35:34",NULL,"Tudo que eu esperava, lindas e grandes tecido muito bom."
5,"2018-03-26 16:43:57",NULL,NULL
5,"2017-12-14 17:47:58",NULL,"Recomendo o Site e o produto para todos aqueles que estão pensando em adquirir."
5,"2017-10-09 17:30:56",NULL,NULL
5,"2018-07-26 23:52:36",NULL,NULL
5,"2017-12-27 19:38:42",NULL,NULL
5,"2018-05-11 15:37:47","Produto excelente!!!",NULL
5,"2018-04-16 19:45:51",NULL,NULL
5,"2018-03-01 13:42:46",NULL,"gostei muito no futuro próximo comprarei mais produtos ...."
5,"2018-04-03 17:07:39",NULL,NULL
5,"2018-06-03 14:23:57",NULL,NULL
5,"2018-08-10 04:08:37",NULL,NULL
5,"2017-05-11 19:46:46",NULL,"Gostei muito"
5,"2017-03-18 14:43:45",NULL,"UM DOS MELHORES SERVIÇO DE ENTREGA SIMPLES PARA MIM 8 DIAS"
5,"2017-12-14 21:35:03",NULL,NULL
5,"2018-07-26 01:01:37","muito bom","tudo ocorreu com prometido e esperado. recomendo com empenho."
5,"2017-11-02 23:28:54",NULL,"Entregue corretamente, amei a encomenda."
5,"2017-06-28 01:08:57",NULL,NULL
5,"2017-09-24 00:07:08",NULL,NULL
5,"2018-06-25 17:25:25",NULL,NULL
5,"2018-04-16 01:29:42",NULL,NULL
5,"2018-06-13 12:39:01",NULL,NULL
5,"2017-05-17 22:16:13",NULL,"Produto original,é um ótimo atendimento."
5,"2018-04-02 19:57:53",NULL,NULL
5,"2017-05-17 16:36:46",NULL,NULL
5,"2018-07-05 20:56:11",NULL,NULL
5,"2017-09-08 21:56:02",NULL,NULL
5,"2017-10-24 16:24:06",NULL,NULL
5,"2018-06-04 13:37:12",recomendo,NULL
5,"2017-12-13 10:05:26",NULL,NULL
5,"2018-06-29 23:02:11",NULL,NULL
5,"2017-12-22 12:44:50",NULL,NULL
5,"2018-06-08 03:40:11","Muito boa",NULL
5,"2017-12-14 21:14:39",NULL,NULL
5,"2017-05-17 15:41:42",NULL,NULL
5,"2018-03-25 21:07:34",NULL,NULL
5,"2018-01-02 15:25:48",NULL,"Chegou antes do prazo, super rápido."
5,"2017-01-17 13:41:29",NULL,"Comprei e chegou antes do prazo, tudo perfeito."
5,"2018-06-21 21:32:47",NULL,NULL
5,"2017-09-10 06:30:28",NULL,NULL
5,"2018-01-12 18:49:14",NULL,NULL
5,"2017-07-05 17:00:36",NULL,"Gostei muito do produto, excelente"
5,"2017-09-22 11:54:23",NULL,"O produto é ótimo e a entrega foi antes do previsto. Parabéns a empresa"
5,"2018-03-29 13:15:23",NULL,NULL
5,"2018-03-24 23:57:50",NULL,NULL
5,"2017-03-21 17:42:03",NULL,NULL
5,"2017-02-21 12:12:38",NULL,"Foi entregue ante do prazo"
5,"2018-03-14 10:22:14",NULL,NULL
5,"2018-01-18 11:39:26",NULL,NULL
5,"2017-07-18 15:10:20",NULL,"Entrega rápida."
5,"2018-04-11 16:51:33",NULL,NULL
5,"2018-05-06 02:13:26",NULL,NULL
5,"2017-06-29 15:34:23",NULL,NULL
5,"2018-07-24 22:42:40",NULL,NULL
5,"2018-08-04 11:40:05",Recomendo,"Recebi dentro do prazo estabelecido, adorei os produtos "
5,"2018-01-10 13:11:43",NULL,"Tudo certo prazo e produto correto"
5,"2018-08-04 02:02:35","Muito bom ","Rapida entrega...bem antes da data"
5,"2017-11-27 18:35:08",NULL,NULL
5,"2017-06-02 20:41:07",NULL,NULL
5,"2018-04-11 13:08:11",NULL,NULL
5,"2017-11-24 00:02:50",NULL,"Ótimo produto de excelente qualidade, entrega dentro do prazo determinado"
5,"2017-05-13 16:50:20",NULL,"Tudo correto."
5,"2018-04-14 13:18:52",NULL,"Produto chegou antes do prazo estabelecido, devidamente acondicionado, sensacional "
5,"2017-08-31 09:25:50",NULL,NULL
5,"2018-03-27 23:53:12",NULL,NULL
5,"2017-12-12 00:03:12",NULL,NULL
5,"2018-05-10 15:36:33","Super recomendo",Ótimo.
5,"2018-01-11 20:00:27",NULL,"Entrega super rápida, produto de ótima qualidade, recomendo com certeza"
5,"2017-10-10 00:55:07",NULL,NULL
5,"2018-01-12 14:37:42",NULL,NULL
5,"2017-09-25 01:05:12",NULL,NULL
5,"2017-06-13 14:20:13",NULL,NULL
5,"2017-11-02 01:25:24",NULL,NULL
5,"2018-04-19 14:29:00",NULL,"Produto de qualidade."
5,"2017-07-27 03:17:02",NULL,"A LOJA é boa, compro há muitos anos, só que, desta vez, o PRODUTO VEIO DEFEITUOSO e já solicitei a troca."
5,"2017-09-22 03:37:40",NULL,NULL
5,"2018-06-24 16:48:51",NULL,NULL
5,"2018-07-26 03:41:26",Ótimo,"Recebi o relógio, veio muito bem embalado e protegido de danos, no tempo previsto para entrega, estou satisfeitíssima, grata pela atenção."
5,"2018-04-08 15:11:32",NULL,NULL
5,"2017-10-23 20:25:35",NULL,NULL
5,"2018-08-11 15:23:34",NULL,NULL
5,"2018-07-20 04:57:44",NULL,NULL
5,"2017-08-05 13:51:38",NULL,NULL
5,"2018-02-09 18:03:22",NULL,NULL
5,"2018-08-22 19:12:25",NULL,NULL
